id,country,admin_region,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date,latitude,longitude
2384,Russia,Vladivostok,279590,207615,120789,4621,20467,8518,5851,1998-11-14,43.1155,131.8853
2385,France,Marseille,84253,58920,27767,5464,9439,5721,1986,1999-03-24,3.0758159318117744,0.8224238495790386
2386,Germany,Berlin,29056,22334,14713,492,2193,2345,1731,1998-09-25,52.52,13.405
2387,France,Lyon,246783,187789,123573,2723,18106,21476,2741,1998-07-25,0.1225354025007818,2.243434500939372
2388,Russia,Moscow,25642,21041,16098,366,3102,2798,1445,1998-05-09,-3.1270639264667555,0.5501745696793509
2389,Japan,Okinawa,206899,91911,44439,962,5384,8623,4469,1999-01-08,-0.7058126639679835,7.705785461881211
2390,Antarctica,Base_Omega,5210528,4395195,3399421,130206,738111,325201,82932,1998-12-18,1.3325999520384384,-2.381827186590709
2391,France,Paris_District,1143295,82170,58577,2618,5439,2367,2751,1999-05-11,1.1184999132560782,0.2466954433440331
2392,Germany,Munich,10986,3735,1657,259,231,544,169,1999-01-02,1.3304192527089729,0.9162062377984492
2393,Germany,Berlin,4694,4120,2213,87,538,208,270,1999-05-05,52.52,13.405
2394,France,Paris_District,5868,2313,1707,66,385,314,420,1998-05-01,1.1184999132560782,0.2466954433440331
2395,Canada,Montreal,50113,41136,18588,3761,4861,1172,760,1999-01-22,3.577033218814007,0.0643706388332788
2396,Russia,Vladivostok,84892,44695,20925,584,2943,2106,2298,1998-08-13,43.1155,131.8853
2397,Canada,Vancouver,1527254,375032,266660,5333,45637,11178,11000,1998-12-20,1.763269541791821,-1.335127450431743
2398,Brazil,Rio_de_Janeiro,816094,76471,46077,3577,14660,6178,3762,1999-01-12,1.69863980297128,-0.1445188229842225
2399,Russia,Siberia_Zone,511116,338622,228925,29752,47152,25446,6076,1998-07-20,61.0137,99.1967
2400,France,Lyon,49022,10464,6884,1031,1306,1473,859,1998-08-31,0.1225354025007818,2.243434500939372
2401,USA,Raccoon_City,53254,29203,13781,687,2077,3532,1878,1998-10-19,38.8333,-97.5333
2402,France,Bordeaux,42877,16025,12614,1043,1049,1105,1608,1999-03-03,1.1704801824038549,-1.967857959836668
2403,Canada,Vancouver,2692634,1715066,1255409,17888,283793,123833,28636,1999-01-28,1.763269541791821,-1.335127450431743
2404,Japan,Tokyo,47519,28091,14106,2687,4850,655,471,1999-04-24,35.6895,139.6917
2405,France,Marseille,9112,5265,3501,336,324,276,420,1999-01-02,3.0758159318117744,0.8224238495790386
2406,France,Marseille,116006,56891,22975,1804,10592,3921,3307,1999-04-28,3.0758159318117744,0.8224238495790386
2407,Japan,Osaka,3668890,2402402,969805,130314,317997,191347,96422,1999-05-11,1.5102506162201896,-3.245233909150882
2408,France,Marseille,142312,96560,40233,6441,12405,2351,2412,1998-11-10,3.0758159318117744,0.8224238495790386
2409,UK,Edinburgh,144961,29123,17438,318,4422,1694,1211,1998-08-20,0.6060610566215301,-4.154607930958573
2410,USA,Illinois,11988,6793,4385,111,709,862,1000,1998-05-23,-0.1071992535331094,-2.5699940756529567
2411,Taiwan,Hualien_County,480743,6505,2998,632,1088,765,587,1999-05-17,2.595969444828932,-2.4187338956450457
2412,USA,California,1189671,584389,351274,46821,105939,84033,21137,1999-03-11,-3.768367786224215,-7.269105964257913
2413,Antarctica,Rockfort_Island,114617,86485,56265,4982,8316,3752,4602,1998-11-18,-67.6167,62.8667
2414,France,Marseille,722938,42169,28049,1286,4803,1063,1733,1998-08-14,3.0758159318117744,0.8224238495790386
2415,UK,Manchester,903,277,203,4,19,30,315,1998-08-02,-0.1633074596956526,5.456915438611025
2416,Russia,Saint_Petersburg,4008578,142367,83239,11518,23926,4974,2156,1998-05-25,1.7025554541757133,0.217036944873728
2417,France,Bordeaux,204087,109755,86539,9851,10438,9408,2763,1998-09-22,1.1704801824038549,-1.967857959836668
2418,Canada,Toronto,41131,36193,28135,1190,4522,2606,1512,1999-05-01,-2.097557183413056,-0.6387742714220199
2419,UK,Manchester,73218,22601,17943,554,1305,655,557,1998-05-19,-0.1633074596956526,5.456915438611025
2420,Japan,Kyoto,12600502,4382944,3425564,423840,547640,158064,84147,1998-11-26,-0.6353533556324394,-4.121988575775276
2421,UK,Manchester,254468,51729,33462,2584,2853,4868,1805,1998-07-21,-0.1633074596956526,5.456915438611025
2422,Japan,Hokkaido,346239,242316,144683,19133,20395,32335,8216,1998-06-15,0.8748241824825881,-0.4771821068560608
2423,Brazil,Amazon_Region,180626,86939,49530,4257,5156,4624,4545,1998-06-04,-1.93727713348161,-3.219104847382798
2424,Taiwan,Hualien_County,54723,14412,8190,490,806,1741,931,1998-11-18,2.595969444828932,-2.4187338956450457
2425,Australia,Perth,9320,386,232,20,28,7,857,1998-05-23,-2.3821152566781127,0.315955519096403
2426,UK,Birmingham,735817,596142,384676,30069,64641,34881,7886,1999-04-30,-2.8500477535126296,3.283220170509705
2427,Germany,Hamburg,81243,53401,28428,3043,5087,2252,1106,1999-02-24,-3.9938192044018974,-2.733540311293427
2428,Canada,Montreal,134666,124977,74746,11365,11033,13693,6592,1999-01-20,3.577033218814007,0.0643706388332788
2429,France,Paris_District,1383845,738929,390894,14491,70760,27674,29167,1999-04-11,1.1184999132560782,0.2466954433440331
2430,Canada,Montreal,739747,673951,361252,38244,35670,21905,21220,1999-04-14,3.577033218814007,0.0643706388332788
2431,USA,Arklay_County,68164,45118,26147,699,8143,4303,2052,1998-11-03,2.441439224449056,-2.9081933913488074
2432,Australia,Melbourne,449243,183997,99777,11897,36397,18062,6533,1999-02-22,2.2429425392786246,-0.2182463403309512
2433,USA,Florida,713713,159115,108010,10067,9048,8998,6461,1998-11-06,0.0736648847716987,-8.521986977221632
2434,Brazil,Amazon_Region,37344,2147,1260,201,303,93,579,1998-12-26,-1.93727713348161,-3.219104847382798
2435,Australia,Sydney,71282,419,284,36,77,39,740,1999-04-14,-33.8688,151.2093
2436,Australia,Perth,300528,237290,165579,6949,36205,35564,9852,1999-05-08,-2.3821152566781127,0.315955519096403
2437,USA,Arklay_County,747369,442812,199410,20615,32129,11421,15782,1998-09-04,2.441439224449056,-2.9081933913488074
2438,Japan,Kyoto,365974,65230,38715,1568,10769,8900,1178,1999-02-15,-0.6353533556324394,-4.121988575775276
2439,USA,Texas,360598,235057,133165,17049,44413,2812,5221,1999-05-27,-0.3616082962495004,-1.7712103761382976
2440,Canada,Montreal,70556,61477,28836,3857,7229,6697,3201,1998-08-19,3.577033218814007,0.0643706388332788
2441,Japan,Hokkaido,26859,1466,744,129,227,37,546,1998-06-12,0.8748241824825881,-0.4771821068560608
2442,Canada,Montreal,445218,340224,197336,24294,48519,35801,4159,1999-02-25,3.577033218814007,0.0643706388332788
2443,Brazil,Rio_de_Janeiro,41914,33272,16098,608,5497,3211,1874,1998-09-11,1.69863980297128,-0.1445188229842225
2444,France,Lyon,65857,40811,19907,683,3465,2592,948,1998-05-13,0.1225354025007818,2.243434500939372
2445,Antarctica,Base_Echo,4815,4282,3319,66,499,476,847,1998-05-11,-2.0507635900375054,3.689084456104984
2446,Russia,Vladivostok,50919,46746,20429,1371,3717,5609,1152,1998-08-10,43.1155,131.8853
2447,Japan,Akita_Pref,71089,52214,28035,5154,6906,6330,1712,1998-11-13,-2.265945629067376,2.5379745781799965
2448,Brazil,Sao_Paulo,23404,3760,1730,115,288,180,932,1999-05-26,-23.5505,-46.6333
2449,Antarctica,Base_Echo,27547,2196,1063,92,421,214,1005,1998-06-24,-2.0507635900375054,3.689084456104984
2450,Germany,Hamburg,194074,78137,57562,4692,11472,4949,3375,1998-10-30,-3.9938192044018974,-2.733540311293427
2451,Brazil,Brasilia,476676,182016,95859,7487,33452,11848,5957,1998-05-19,-0.4958311887247957,4.486676700154028
2452,USA,Florida,491882,67376,29104,1582,8578,9505,2641,1999-04-28,0.0736648847716987,-8.521986977221632
2453,USA,California,576098,22449,12988,1640,4097,2895,1889,1999-01-17,-3.768367786224215,-7.269105964257913
2454,Russia,Siberia_Zone,1221765,289464,139921,24318,17077,34514,14878,1998-05-09,61.0137,99.1967
2455,Brazil,Amazon_Region,1969219,541544,360921,39135,95753,38499,20141,1998-09-25,-1.93727713348161,-3.219104847382798
2456,Taiwan,Kaohsiung_City,117019,102667,50254,6700,14012,9595,3224,1998-05-25,-1.4187478369460782,0.4236305691145081
2457,France,Lyon,65642,61112,48744,1620,7013,7511,3387,1999-03-02,0.1225354025007818,2.243434500939372
2458,USA,California,731141,684346,307024,48548,126843,94767,21737,1998-07-11,-3.768367786224215,-7.269105964257913
2459,Russia,Saint_Petersburg,9682,7472,4916,274,724,854,966,1999-03-18,1.7025554541757133,0.217036944873728
2460,France,Marseille,135850,99565,54837,7559,5547,6709,1957,1998-06-26,3.0758159318117744,0.8224238495790386
2461,Brazil,Sao_Paulo,30468,27157,16651,2712,2314,1984,1114,1998-05-22,-23.5505,-46.6333
2462,Brazil,Rio_de_Janeiro,33924,10989,5998,468,870,1001,407,1999-03-08,1.69863980297128,-0.1445188229842225
2463,Australia,Melbourne,56161,28745,21398,2324,1745,1558,1665,1998-06-05,2.2429425392786246,-0.2182463403309512
2464,Russia,Moscow,665663,371813,200845,20753,35570,29219,16805,1998-10-26,-3.1270639264667555,0.5501745696793509
2465,Antarctica,Base_Echo,11858415,6482335,3484950,276213,1182167,536800,200881,1998-07-07,-2.0507635900375054,3.689084456104984
2466,USA,Illinois,766331,314835,184200,16173,58625,37120,13609,1998-05-01,-0.1071992535331094,-2.5699940756529567
2467,Taiwan,Taichung_City,4473,4145,2328,403,789,364,601,1998-06-17,-2.604738557508256,7.177168990234618
2468,Brazil,Sao_Paulo,105935,32223,15364,2237,5908,3146,1749,1998-09-29,-23.5505,-46.6333
2469,Taiwan,Taipei_City,45240,9553,5876,453,1575,1095,888,1998-11-13,1.6582573663341151,2.124440670053682
2470,Brazil,Brasilia,21374,14995,7170,1388,1961,402,592,1998-06-27,-0.4958311887247957,4.486676700154028
2471,USA,Texas,114143,99584,51165,4828,13283,1110,4695,1998-06-17,-0.3616082962495004,-1.7712103761382976
2472,France,Marseille,38682,35581,25189,1337,4078,404,1713,1999-04-20,3.0758159318117744,0.8224238495790386
2473,UK,Birmingham,32674,24950,12007,2053,4402,3270,1167,1998-12-20,-2.8500477535126296,3.283220170509705
2474,France,Marseille,643301,234574,94620,11097,38364,30711,8697,1998-11-04,3.0758159318117744,0.8224238495790386
2475,Brazil,Amazon_Region,236273,182843,124216,11112,17211,20294,4289,1999-05-17,-1.93727713348161,-3.219104847382798
2476,Canada,Vancouver,4200383,3044451,2340159,91973,563512,385187,107349,1998-08-22,1.763269541791821,-1.335127450431743
2477,UK,Manchester,14557,5577,2690,209,754,269,389,1998-07-29,-0.1633074596956526,5.456915438611025
2478,Antarctica,Base_Omega,9467,949,676,64,107,100,169,1999-05-04,1.3325999520384384,-2.381827186590709
2479,UK,Birmingham,85753,69597,51058,3810,10074,2088,3171,1998-10-16,-2.8500477535126296,3.283220170509705
2480,Taiwan,Hualien_County,60882,17711,12510,942,2233,1062,1291,1999-04-28,2.595969444828932,-2.4187338956450457
2481,Russia,Vladivostok,602607,65271,48164,3615,12425,3516,2217,1999-04-26,43.1155,131.8853
2482,Taiwan,Kaohsiung_City,375199,351722,237517,6531,27720,36893,17434,1998-10-24,-1.4187478369460782,0.4236305691145081
2483,Taiwan,Hualien_County,528149,464647,193694,10487,28616,54694,14647,1998-11-08,2.595969444828932,-2.4187338956450457
2484,Antarctica,Base_Omega,7764,5583,3233,537,332,472,563,1998-09-10,1.3325999520384384,-2.381827186590709
2485,Canada,Toronto,97095,6316,3014,545,560,920,728,1998-10-19,-2.097557183413056,-0.6387742714220199
2486,France,Marseille,4182,2873,1831,268,574,265,414,1998-05-18,3.0758159318117744,0.8224238495790386
2487,France,Bordeaux,1364009,856596,582110,70074,140127,61766,30097,1999-01-06,1.1704801824038549,-1.967857959836668
2488,Germany,Munich,31225,7333,5797,417,950,469,185,1998-08-20,1.3304192527089729,0.9162062377984492
2489,Brazil,Sao_Paulo,153735,67086,44644,4161,4931,9097,1836,1998-06-09,-23.5505,-46.6333
2490,Canada,Montreal,8923,8176,4789,306,591,774,1028,1998-08-10,3.577033218814007,0.0643706388332788
2491,Germany,Berlin,32315,572,431,48,64,69,451,1999-05-04,52.52,13.405
2492,USA,New_York,87817,39207,17953,899,3667,4457,1840,1998-10-21,40.7128,-74.006
2493,Brazil,Brasilia,130412,72391,35098,3734,10034,8170,3421,1999-03-10,-0.4958311887247957,4.486676700154028
2494,Brazil,Rio_de_Janeiro,195219,161045,81456,7820,17601,16940,6882,1999-04-06,1.69863980297128,-0.1445188229842225
2495,Australia,Brisbane,665057,445752,222658,22717,71413,13964,5786,1999-02-26,-0.8665823898368763,9.314114221014716
2496,Australia,Sydney,1302084,125056,69488,6361,18060,4729,5955,1998-11-12,-33.8688,151.2093
2497,Japan,Kyoto,614664,220774,152337,18375,27535,23497,8590,1998-07-11,-0.6353533556324394,-4.121988575775276
2498,Japan,Tokyo,206239,24598,19322,743,3671,2705,1400,1998-10-29,35.6895,139.6917
2499,Taiwan,Taichung_City,46380,41020,21049,4001,3591,2037,2380,1998-12-27,-2.604738557508256,7.177168990234618
2500,USA,Arklay_County,94120,61842,27984,3479,12072,5754,3421,1999-02-13,2.441439224449056,-2.9081933913488074
2501,UK,Birmingham,150120,35772,28161,2648,5773,4579,1627,1999-03-19,-2.8500477535126296,3.283220170509705
2502,UK,London_City,324518,43869,29148,2952,5460,1798,2497,1998-08-21,51.5074,-0.1278
2503,Australia,Brisbane,30379,3597,1748,304,285,61,236,1999-04-05,-0.8665823898368763,9.314114221014716
2504,Australia,Melbourne,124115,60382,42428,796,3078,5886,3201,1998-10-10,2.2429425392786246,-0.2182463403309512
2505,Australia,Sydney,927475,231433,134165,3116,12258,32512,10852,1998-06-08,-33.8688,151.2093
2506,Canada,Vancouver,1116094,1025840,655168,78294,90327,82613,20756,1998-12-21,1.763269541791821,-1.335127450431743
2507,Russia,Saint_Petersburg,71357,26659,19917,1455,3490,1641,1437,1998-07-10,1.7025554541757133,0.217036944873728
2508,Japan,Hokkaido,54240,51161,24928,4976,4332,5812,2292,1998-12-05,0.8748241824825881,-0.4771821068560608
2509,Canada,Toronto,206761,169179,96827,8861,21273,5383,2932,1998-05-05,-2.097557183413056,-0.6387742714220199
2510,France,Bordeaux,141748,121983,50733,3430,11883,4285,4580,1998-12-27,1.1704801824038549,-1.967857959836668
2511,UK,Manchester,4787,1771,1224,155,184,186,837,1998-10-12,-0.1633074596956526,5.456915438611025
2512,Antarctica,Rockfort_Island,5229144,607819,270650,32004,107016,57173,12465,1998-05-01,-67.6167,62.8667
2513,Brazil,Sao_Paulo,43183,34447,24501,500,2634,4375,2401,1999-05-16,-23.5505,-46.6333
2514,Japan,Osaka,63779,368,227,28,69,4,811,1998-10-31,1.5102506162201896,-3.245233909150882
2515,Germany,Frankfurt,13716,5848,3095,257,963,235,846,1999-05-26,-4.724921723598893,2.452041664770111
2516,France,Marseille,1235583,173272,78915,15054,28497,12289,7515,1999-05-04,3.0758159318117744,0.8224238495790386
2517,Japan,Osaka,41253,35369,17819,707,6566,5080,1307,1998-05-08,1.5102506162201896,-3.245233909150882
2518,Antarctica,Rockfort_Island,373472,308200,186395,4740,54459,40533,8686,1998-08-16,-67.6167,62.8667
2519,Canada,Toronto,574562,75621,30875,5592,4490,6898,3290,1999-05-17,-2.097557183413056,-0.6387742714220199
2520,USA,California,45951,24096,11309,1015,4496,708,2055,1999-05-17,-3.768367786224215,-7.269105964257913
2521,Brazil,Rio_de_Janeiro,35826,7995,5163,604,1150,303,229,1998-11-01,1.69863980297128,-0.1445188229842225
2522,Japan,Tokyo,270866,132528,84351,10916,15462,18256,4221,1999-02-08,35.6895,139.6917
2523,Russia,Siberia_Zone,3522,3267,1890,151,172,73,834,1998-10-01,61.0137,99.1967
2524,Australia,Sydney,619493,136083,54786,6194,24717,15635,4505,1998-06-03,-33.8688,151.2093
2525,Australia,Perth,98065,6173,3767,472,1069,836,828,1999-04-17,-2.3821152566781127,0.315955519096403
2526,Brazil,Rio_de_Janeiro,38094,9237,7048,624,1248,306,850,1998-05-22,1.69863980297128,-0.1445188229842225
2527,Antarctica,Rockfort_Island,54544,51000,28406,2128,3542,1954,2430,1999-05-15,-67.6167,62.8667
2528,Canada,Montreal,102962,8083,3281,85,1035,141,1124,1998-09-25,3.577033218814007,0.0643706388332788
2529,Australia,Brisbane,71629,2628,1706,75,286,379,104,1998-09-28,-0.8665823898368763,9.314114221014716
2530,Japan,Tokyo,2608854,377550,247509,24052,50826,40996,6540,1998-07-06,35.6895,139.6917
2531,Germany,Berlin,16792,12868,7876,523,935,386,1113,1998-07-17,52.52,13.405
2532,UK,Manchester,24839,11136,6568,492,1375,1147,1300,1998-12-18,-0.1633074596956526,5.456915438611025
2533,UK,Manchester,171165,55142,40927,4594,8770,5391,3184,1998-06-08,-0.1633074596956526,5.456915438611025
2534,France,Paris_District,1530966,956916,674362,36756,114099,42972,23557,1998-10-12,1.1184999132560782,0.2466954433440331
2535,Taiwan,Taipei_City,77050,7124,4825,627,1201,738,396,1998-08-07,1.6582573663341151,2.124440670053682
2536,USA,Texas,24959,16523,9718,1483,1612,1998,1615,1998-09-06,-0.3616082962495004,-1.7712103761382976
2537,Brazil,Amazon_Region,190694,55190,30199,1213,3436,5655,1451,1998-05-19,-1.93727713348161,-3.219104847382798
2538,France,Marseille,622739,506939,292630,36623,66535,28882,16225,1999-01-26,3.0758159318117744,0.8224238495790386
2539,Taiwan,Taichung_City,556377,382953,290295,29712,72914,16401,14006,1998-05-01,-2.604738557508256,7.177168990234618
2540,Canada,Ottawa,11703,9758,7296,435,1372,1134,1328,1999-02-11,1.480608918212311,-1.9217980547608868
2541,Russia,Siberia_Zone,555669,97987,49890,9526,11535,6619,1639,1998-10-27,61.0137,99.1967
2542,Russia,Saint_Petersburg,67151,9522,5910,837,1056,431,639,1999-01-11,1.7025554541757133,0.217036944873728
2543,USA,Texas,9514,6432,4804,292,1063,553,346,1998-10-21,-0.3616082962495004,-1.7712103761382976
2544,Australia,Brisbane,1066312,933163,601074,69590,132717,131677,21343,1999-04-07,-0.8665823898368763,9.314114221014716
2545,Japan,Akita_Pref,7004,5356,2216,530,866,715,249,1998-06-19,-2.265945629067376,2.5379745781799965
2546,France,Bordeaux,11033,9859,6563,927,644,155,776,1998-05-20,1.1704801824038549,-1.967857959836668
2547,France,Bordeaux,1249767,14432,5886,455,2554,679,637,1998-08-13,1.1704801824038549,-1.967857959836668
2548,Brazil,Brasilia,9316,1588,1128,153,305,146,441,1998-11-06,-0.4958311887247957,4.486676700154028
2549,Brazil,Amazon_Region,45272,26618,14619,1744,2873,1632,975,1998-12-25,-1.93727713348161,-3.219104847382798
2550,Russia,Siberia_Zone,26036,10471,4962,194,1377,918,372,1998-06-12,61.0137,99.1967
2551,Russia,Moscow,105861,76990,49244,5658,4485,8390,1966,1998-05-05,-3.1270639264667555,0.5501745696793509
2552,Antarctica,Base_Omega,38489,2499,1446,247,486,123,290,1999-01-03,1.3325999520384384,-2.381827186590709
2553,Germany,Frankfurt,21772,13054,6763,521,1991,628,873,1998-07-05,-4.724921723598893,2.452041664770111
2554,Germany,Munich,392887,346901,214032,5258,19389,7775,8090,1999-01-06,1.3304192527089729,0.9162062377984492
2555,Antarctica,Base_Echo,586198,128350,65945,5097,12693,11630,4565,1998-09-05,-2.0507635900375054,3.689084456104984
2556,Australia,Brisbane,28957,18740,7714,669,2106,1133,1736,1998-11-01,-0.8665823898368763,9.314114221014716
2557,Germany,Berlin,336296,110061,73533,2583,12312,13023,3377,1998-11-04,52.52,13.405
2558,Japan,Tokyo,25492300,9002692,3680995,598774,696827,274615,275557,1998-10-30,35.6895,139.6917
2559,Japan,Okinawa,156528,76653,47345,1070,13761,8029,4098,1998-07-10,-0.7058126639679835,7.705785461881211
2560,France,Paris_District,162127,46827,31796,1383,2387,2942,1602,1998-07-05,1.1184999132560782,0.2466954433440331
2561,UK,Edinburgh,137710,126464,55969,12586,6334,17705,5047,1999-03-25,0.6060610566215301,-4.154607930958573
2562,Antarctica,Base_Echo,176720,7495,3457,493,1256,511,904,1999-01-05,-2.0507635900375054,3.689084456104984
2563,Japan,Kyoto,145858,101664,80017,2070,5960,1636,1936,1998-10-02,-0.6353533556324394,-4.121988575775276
2564,Taiwan,Tainan_City,4938,385,226,38,73,11,72,1998-07-18,-1.3817801379542258,-6.823508848071515
2565,Russia,Vladivostok,293991,238533,174123,9107,46821,12112,5856,1998-05-19,43.1155,131.8853
2566,Brazil,Sao_Paulo,44076,19992,15574,383,1474,575,994,1999-01-24,-23.5505,-46.6333
2567,Germany,Munich,18845,4018,2868,225,779,44,1012,1998-06-14,1.3304192527089729,0.9162062377984492
2568,Antarctica,Rockfort_Island,10214,4768,3717,475,811,654,289,1999-01-17,-67.6167,62.8667
2569,France,Paris_District,17014,15443,11657,1536,2208,809,1071,1998-12-08,1.1184999132560782,0.2466954433440331
2570,USA,California,4570624,714120,468404,37433,36752,14475,16621,1998-09-06,-3.768367786224215,-7.269105964257913
2571,Brazil,Amazon_Region,48057,27645,16725,1291,4749,1247,1478,1998-08-14,-1.93727713348161,-3.219104847382798
2572,Taiwan,Kaohsiung_City,57549,25967,18828,2251,2869,3808,1420,1999-01-06,-1.4187478369460782,0.4236305691145081
2573,Germany,Berlin,1066131,706926,527049,43188,119804,81776,12256,1998-08-29,52.52,13.405
2574,Taiwan,Hualien_County,873803,144658,111889,11018,28196,17653,4812,1998-12-16,2.595969444828932,-2.4187338956450457
2575,Russia,Saint_Petersburg,49457,28004,13640,1397,2406,3787,875,1999-02-05,1.7025554541757133,0.217036944873728
2576,Russia,Vladivostok,22096,17864,12263,1066,2755,1795,593,1998-12-13,43.1155,131.8853
2577,Australia,Sydney,3183571,80340,63581,3979,11140,8289,4036,1999-01-30,-33.8688,151.2093
2578,France,Bordeaux,437276,333488,205074,5890,60786,45899,4171,1998-09-15,1.1704801824038549,-1.967857959836668
2579,Brazil,Amazon_Region,48548,21914,16507,1189,2813,2220,1314,1998-10-20,-1.93727713348161,-3.219104847382798
2580,Canada,Montreal,2958636,541215,333606,26197,65288,19215,14742,1999-03-23,3.577033218814007,0.0643706388332788
2581,Canada,Toronto,71345,41254,26642,2381,3522,5841,1122,1999-01-26,-2.097557183413056,-0.6387742714220199
2582,Brazil,Amazon_Region,38829,11095,6233,347,1513,196,1038,1998-12-01,-1.93727713348161,-3.219104847382798
2583,USA,New_York,18892,17681,8765,1503,3258,2232,541,1998-12-14,40.7128,-74.006
2584,France,Marseille,11827,3051,2163,204,507,162,438,1998-08-15,3.0758159318117744,0.8224238495790386
2585,Taiwan,Kaohsiung_City,221711,150570,81688,11885,18860,8052,8309,1998-10-06,-1.4187478369460782,0.4236305691145081
2586,USA,Texas,735,350,258,16,43,5,776,1999-05-17,-0.3616082962495004,-1.7712103761382976
2587,UK,Manchester,13803,5186,3861,363,280,168,808,1998-09-13,-0.1633074596956526,5.456915438611025
2588,Brazil,Rio_de_Janeiro,144507,72245,39794,5616,11919,8967,3074,1999-01-06,1.69863980297128,-0.1445188229842225
2589,Taiwan,Kaohsiung_City,1667613,484732,221741,28162,86260,67922,11042,1998-05-30,-1.4187478369460782,0.4236305691145081
2590,Canada,Toronto,537033,235812,133368,21828,27231,11124,11325,1998-08-06,-2.097557183413056,-0.6387742714220199
2591,Japan,Tokyo,1912869,682871,320307,9475,130415,20838,20844,1998-08-05,35.6895,139.6917
2592,Antarctica,Base_Omega,123676,76077,51811,7295,10368,2807,2114,1999-01-12,1.3325999520384384,-2.381827186590709
2593,Australia,Sydney,9652324,6624206,3679476,602921,559773,925422,292789,1999-01-27,-33.8688,151.2093
2594,Canada,Vancouver,6318,4614,3238,388,494,524,474,1999-05-05,1.763269541791821,-1.335127450431743
2595,France,Paris_District,35924,26837,15933,1723,4363,1824,1102,1998-05-11,1.1184999132560782,0.2466954433440331
2596,Russia,Siberia_Zone,827209,278385,122071,4177,24056,22627,6627,1999-04-07,61.0137,99.1967
2597,Antarctica,Rockfort_Island,218389,127757,61202,2815,17363,12774,3142,1998-10-15,-67.6167,62.8667
2598,Antarctica,Base_Echo,29166,14042,10742,1061,1121,1216,417,1998-11-27,-2.0507635900375054,3.689084456104984
2599,Japan,Osaka,285998,174009,94865,17364,23653,13385,6195,1998-10-19,1.5102506162201896,-3.245233909150882
2600,Australia,Melbourne,47676,16062,9576,1195,1325,2081,1027,1999-03-22,2.2429425392786246,-0.2182463403309512
2601,Australia,Melbourne,64393,11757,5986,253,1309,1225,476,1998-08-28,2.2429425392786246,-0.2182463403309512
2602,UK,Edinburgh,7047535,4862390,2762561,452759,526608,707221,57561,1998-11-01,0.6060610566215301,-4.154607930958573
2603,UK,Edinburgh,1216298,437741,239517,6346,32833,33003,21443,1998-06-08,0.6060610566215301,-4.154607930958573
2604,Germany,Hamburg,567326,394574,179347,30690,44562,56937,18466,1999-05-22,-3.9938192044018974,-2.733540311293427
2605,Canada,Ottawa,495688,333276,247271,5620,19424,29115,17243,1999-01-12,1.480608918212311,-1.9217980547608868
2606,Canada,Ottawa,17660,16664,12278,221,3301,1207,966,1999-02-03,1.480608918212311,-1.9217980547608868
2607,Canada,Montreal,24086,8381,5344,603,740,1029,1315,1998-12-16,3.577033218814007,0.0643706388332788
2608,Germany,Berlin,549549,356666,278036,14742,56317,21099,17947,1998-08-23,52.52,13.405
2609,USA,California,1073670,707381,459714,34391,110931,100395,21969,1999-02-28,-3.768367786224215,-7.269105964257913
2610,Australia,Melbourne,1143425,1019621,530331,56216,156619,98179,33477,1998-07-30,2.2429425392786246,-0.2182463403309512
2611,Japan,Tokyo,63735,30236,12394,1418,5615,658,1560,1999-03-05,35.6895,139.6917
2612,France,Bordeaux,28090,17750,9974,1633,1161,322,914,1998-06-30,1.1704801824038549,-1.967857959836668
2613,Australia,Melbourne,379134,271930,151942,4611,15571,39239,7617,1998-08-11,2.2429425392786246,-0.2182463403309512
2614,UK,Edinburgh,9417,8851,6104,361,499,532,872,1998-12-01,0.6060610566215301,-4.154607930958573
2615,Antarctica,Base_Echo,63641,27792,14779,898,3411,3512,1130,1998-08-10,-2.0507635900375054,3.689084456104984
2616,Taiwan,Taichung_City,1562188,381957,207431,11905,71488,21992,14339,1999-05-30,-2.604738557508256,7.177168990234618
2617,Russia,Siberia_Zone,52448,30189,17363,881,4058,3171,1449,1998-09-20,61.0137,99.1967
2618,Germany,Munich,687824,284008,171384,21245,29686,13126,4638,1998-07-29,1.3304192527089729,0.9162062377984492
2619,Brazil,Rio_de_Janeiro,3007,282,212,10,33,11,871,1998-08-26,1.69863980297128,-0.1445188229842225
2620,Taiwan,Tainan_City,105719,44878,22190,3564,3892,2156,1966,1998-09-16,-1.3817801379542258,-6.823508848071515
2621,France,Bordeaux,17365,11461,7821,701,1828,1546,1133,1999-05-26,1.1704801824038549,-1.967857959836668
2622,Canada,Toronto,3668,1601,1273,70,266,211,525,1999-02-27,-2.097557183413056,-0.6387742714220199
2623,UK,Manchester,40875,22208,15992,1105,1941,1457,1326,1998-12-26,-0.1633074596956526,5.456915438611025
2624,UK,Birmingham,128922,86958,49913,3328,14569,7859,1779,1998-09-13,-2.8500477535126296,3.283220170509705
2625,UK,Edinburgh,79676,38476,17251,1220,3296,5050,1943,1998-05-05,0.6060610566215301,-4.154607930958573
2626,Canada,Ottawa,215266,19969,11516,1151,2142,392,1115,1998-11-25,1.480608918212311,-1.9217980547608868
2627,Brazil,Brasilia,443534,291780,172947,15216,16809,4841,4563,1998-07-26,-0.4958311887247957,4.486676700154028
2628,Germany,Hamburg,337058,62449,31542,1989,4369,6588,2220,1999-04-12,-3.9938192044018974,-2.733540311293427
